title,description,website,main_cat_1,main_cat_2,tag_1,tag_2,tag_3,tags
Learn with Facebook,Turn your idea into a successful startup,https://learn.fb.com/en-us/,PERSONAL & PROFESSIONAL DEV,,MOOCS,STARTUPS,,
LEEG-net,LEEG-net is committed to making human rights work for the poor & disadvantaged groups through legal innovation & empowerment.,https://www.leeg-net.org,RESOURCE BASES,,GLOBAL GOALS,,,"[""UK"",""UNITED KINGDOM""]"
Legal Information Institute (US Law) – Cornell Law School United States,,https://www.law.cornell.edu/wex/all,NONPROFITS,,,,,
Legal Zoom,U.S. Legal Help for Businesses and Families in Germany,https://www.legalzoom.com/,LEGAL,,,,,
Legislative Observatory – European Parliament,The European Parliament's database for monitoring the EU decision-making process,https://oeil.secure.europarl.europa.eu/oeil/home/home.do,,,,,,
Lending Club,,https://www.lendingclub.com,ACCOUNTING & FINANCE,,,,,
Lerer Hippeau Talent Tracker,TalentTracker connects professionals with open roles at our 200+ portfolio companies.,http://www.lhvtalenttracker.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,"[""ONLINE LEARNING"",""MOOCs"",""EDUCATION""]"
Lets Encrypt,"Let’s Encrypt is a free, automated, and open Certificate Authority.",https://letsencrypt.org/,DEVELOPER TOOLS,,,,,
Ley de Servicios de la Sociedad de la Información y del Comercio Electrónico (LSSI) – Spain,Leyes del Comercio Electrónico,http://www.lssi.gob.es/paginas/Index.aspx,RESOURCE BASES,,,,,"[""ONLINE LEARNING"",""EDUCATION"",""MOOCs"",""SOCIAL MEDIA""]"
Liberbank,"A Spanish bank constituted by a combination of Group Cajastur, Caja de Extremadura and Caja Cantabria.",https://www.liberbank.es,,,,,,
Libertad y Desarrollo (LyD),,http://lyd.org,NONPROFITS,,,,,"[""UNITED STATES"",""USA"",""LEGAL""]"
LibreShot,Free images even for commercial use,https://libreshot.com/,CREATIVE,,PHOTO STOCKS,,,
Life of Pix,Free high resolution photography,https://www.lifeofpix.com/,CREATIVE,,PHOTO STOCKS,,,
Life of Vids,"Free Videos, Clips & Loops",https://www.lifeofvids.com/,CREATIVE,,PHOTO STOCKS,,,
LIFT Economy,"LIFT's mission is to create, model, and share an inclusive and locally self-reliant economy that works for the benefit of all life.",http://www.lifteconomy.com,,,PODCASTS,ECONOMY,,
Likealyzer,Increase your Facebook performance,https://likealyzer.com/,MARKETING,,ANALYTICS,,,
Linked Open Vocabularies (LOV),,http://lov.okfn.org/dataset/lov/,RESOURCE BASES,,,,,"[""SPAIN""]"
LinkedIn Jobs,Millions of jobs and people hiring,https://www.linkedin.com/jobs,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
LinkedIn Learning,"Learn the most in-demand business, tech, and creative skills from industry experts – reactivate today.",https://www.linkedin.com/learning/me,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
LinkedIn Slideshare,,https://www.slideshare.net,ENTREPRENEURIAL RESOURCES,,,,,
LinkedIn SlideShare,"Share what you know and love through presentations, infographics, documents and more ",https://www.slideshare.net,RESOURCE BASES,,,,,"[""PHOTO STOCKS""]"
Lisbon Challenge,"The acceleration program focused on the people behind the startup, designed to hone your skills and prepare you to face the challenges ahead",http://www.lisbon-challenge.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Lisk,"With the Alpha SDK, Lisk provides developers with a set of tools that makes the process of creating blockchain applications quick and easy.",https://lisk.io,DEVELOPER TOOLS,,BLOCKCHAIN,,,
Lista Robinsons,Avoid unwanted advertising,https://www.listarobinson.es/,RESOURCE BASES,LEGAL,CALLS,PRIVACY,,
Lithium,"Lithium helps brands connect customers, content & conversations at the right digital moment.",https://www.lithium.com,MARKETING,,ANALYTICS,,,
Litmus,"Never send another broken email
Litmus makes it easy to build, test, and monitor every email for the best results.",https://litmus.com/,BUSINESS TOOLS,,,,,
LittleSis,Free database of who-knows-who at the heights of business and government,https://littlesis.org/,RESOURCE BASES,BUSINESS TOOLS,RESEARCH,COMPANY,,"[""SOCIAL MEDIA"",""ONLINE LEARNING"",""MOOCs"",""EDUCATION""]"
LiveGap Charts,Free Chart & graph Maker with live preview.,https://livegap.com/charts/,CREATIVE,,,,,
LO3 Energy,TransactiveGrid,https://lo3energy.com,,,BLOCKCHAIN,,,
Local Solo,"A curated talent network of 27,943 top local freelancers",https://localsolo.com/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Logaster,,https://www.logaster.com,,,,,,"[""BLOCKCHAIN""]"
LucidChart,Create any diagram with Lucidchart,https://www.lucidchart.com/,CREATIVE,,,,,
Lucidpress,Design & publishing platform anyone can master,https://www.lucidpress.com/,CREATIVE,,,,,
Lufthansa Innovation Hub,"We are neither an incubator, an accelerator, nor an R&D firm. We are responsible for pursuing the business opportunities that arise on the interface between the Lufthansa Group and the global travel tech scene. Our job is to identify and analyze such opportunities quickly, and convert them into new business for Lufthansa.",https://lh-innovationhub.de/en/,,,STARTUPS,,,
Lyx,A document processor that encourages an approach to writing based on the structure of your documents (WYSIWYM) and not simply their appearance (WYSIWYG).,https://www.lyx.org/,BUSINESS TOOLS,,,,,
M1 Finance,The 1 finance account that does it all,https://www.m1finance.com/,,,,,,
Magdeleine,Hand-picked free photos for your inspiration,https://magdeleine.co/browse/,CREATIVE,,PHOTO STOCKS,,,
MagicMockUps,Place your product in realistic environment!,http://magicmockups.com/,CREATIVE,,BRANDING,TEMPLATES,MOCKUPS,
Mahout Apache,For Creating Scalable Performant Machine Learning Applications,https://mahout.apache.org/,DEVELOPER TOOLS,,,,,
MailChimp,Build your brand. Sell more stuff.,https://mailchimp.com,,,,,,
MailJet,The email solution for fast-moving teams.,https://www.mailjet.com,,,,,,
Malt,Find top freelancers in your area,https://www.malt.com/,CREATIVE,,,,,
Manos Accelerator,The first-of-its-kind accelerator targeting Latino entrepreneurs from across the globe,https://manosaccelerator.com/,RESOURCE BASES,,ACCELERATOR,STARTUP,,
ManyChat Bot,Meet Messenger Marketing,https://manychat.com/,BUSINESS TOOLS,,CHATBOT,,,"[""PHOTO STOCKS""]"
Map to Globe,"Map to Globe uses many third party resources in it's code including, but not limited to, three.js, d3.js, async, and Remodal.",https://www.maptoglobe.com/,CREATIVE,,MAPS,,,
MapChart,"Make your own custom Map of the World, Europe, the Americas, United States, UK and more with colors and descriptions of your choice",https://mapchart.net/,CREATIVE,,MAPS,,,
Marketo,Powerful marketing automation software helps marketers master the art & science of digital marketing to engage customers and prospects.,https://www.marketo.com/,,,,,,
Marvel,"Create beautiful wireframes, mockups, website or app prototypes for any device right from your browser.",https://marvelapp.com/,DEVELOPER TOOLS,CREATIVE,,,,
Mashable Job Board,Your gateway to Mashable's community of leading digital talent.,http://jobs.mashable.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
MassChallenge,A community of innovators working together to solve some of the world’s most massive challenges,https://masschallenge.org/,RESOURCE BASES,,ACCELERATOR,STARTUP,,
Master Works,We’re making it possible for everyone to invest in blue-chip artwork,https://www.masterworks.io/,RESOURCE BASES,ACCOUNTING & FINANCE,,,,
Material Palette,Choose your favorite colors and get your Material Design palette generated and downloadable.,https://www.materialpalette.com/,CREATIVE,,BRANDING,,,
Matomo,Powerful web analytics platform that gives you and your business 100% data ownership and user privacy protection,https://matomo.org,MARKETING,,ANALYTICS,WEBSITE,,
Matplotlib,A Python 2D plotting library which produces publication quality figures in a variety of hardcopy formats and interactive environments across platforms.,https://matplotlib.org/,DEVELOPER TOOLS,,DATA VISUALIZATION,,,
Matrix Airfare Search – ITA Software,Matrix showcases some of the freshest travel search ideas from ITA Software.,https://matrix.itasoftware.com/,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,
Matter VC,"Startup accelerator and venture capital firm that supports and invests in early-stage media entrepreneurs building ventures that make society more informed, connected, and empowered",http://www.matter.vc/,RESOURCE BASES,,ACCELERATOR,STARTUP,,
Mattermark,"Discover, prospect, and track the world’s fastest-growing companies and investors.",https://mattermark.com/,RESOURCE BASES,,COMPANY,RESEARCH,,
Mautic,Supporting the World's Largest Open-Source Marketing Automation Project,https://www.mautic.org/,MARKETING,BUSINESS TOOLS,EMAIL MARKETING,,,
Mautic,"Acquia’s software and services were built around Drupal to give enterprise companies the ability to build, operate, and optimize websites, apps, and other digital experiences.",https://mautic.com/,DEVELOPER TOOLS,,,,,
Mautic,Supporting the World's Largest Open-Source Marketing Automation Project,https://www.mautic.org,DEVELOPER TOOLS,,,,,
Maximus Life,,http://www.maximuslife.com/for-charities/,,,,,,
Mediapart,,https://www.mediapart.fr/en/english,,,NEWS,,,
Meet and Code,Meet and Code promotes science and technology related events of all kinds in the context of and during the EU Code Week,https://www.meet-and-code.org/,RESOURCE BASES,,,,,
Meet Edgar,Your social media on auto-pilot starts here.,https://meetedgar.com,MARKETING,,SOCIAL MEDIA,,,
Meet Glimpse,Discover trends before they’re trending,https://meetglimpse.com/,MARKETING,,ANALYTICS,,,
MeetUp,"Join a local group to meet people, try something new, or do more of what you love.",https://www.meetup.com,PERSONAL & PROFESSIONAL DEV,,NETWORK,COMMUNITY,,
Megaphone by Bloomberg Government,News that’s relevant and impactful. Exclusive events that connect influence with the influencers. The link between policy and intelligence begins with Bloomberg Government.,https://about.bgov.com/megaphone/,RESOURCE BASES,,,,,
Memrise,Unlock your learning superpowers with Memrise,https://www.memrise.com,PERSONAL & PROFESSIONAL DEV,,MOOCS,LANGUAGES,,
Mendeley,"A free reference manager and academic social network that can help you organize your research, collaborate with others online, and discover the latest research",https://www.mendeley.com/,BUSINESS TOOLS,,,,,
mention,"Mention enables brands and agencies to monitor the web, listen to their audience and manage social media.",https://mention.com/en/,MARKETING,BUSINESS TOOLS,ANALYTICS,SOCIAL MEDIA,,
Mention,"Scour the web, social media, and more for powerful market insights",https://mention.com/en/,MARKETING,,ANALYTICS,SOCIAL MEDIA,,
Metabase,"Metabase is the easy, open source way for everyone in your company to ask questions and learn from data.",https://www.metabase.com/,DEVELOPER TOOLS,,OPEN SOURCE,DATA VISUALIZATION,,
Metasfresh,Open source ERP,https://metasfresh.com/en/,BUSINESS TOOLS,DEVELOPER TOOLS,,,,
Metro Bank – United Kingdom,Open a savings account to reach your goals,https://www.metrobankonline.co.uk,,,,,,
Michigan State University – International and Foreign Grant Makers,,http://staff.lib.msu.edu/harris23/grants/privint.htm,,,FUNDING,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
Microsoft Accelerator,Microsoft for Startups,https://startups.microsoft.com/en-us/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Microsoft Education,Empowering every student on the planet to achieve more.,https://www.microsoft.com/en-us/education,RESOURCE BASES,,,,,
Microsoft Learn,Introducing a new approach to learning,https://docs.microsoft.com/en-us/learn/,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Microsoft Nonprofits,Accelerate your mission with secure and reliable Microsoft solutions,https://www.microsoft.com/en-us/nonprofits,,,,,,
Microsoft Office Templates,Office templates & themes,https://templates.office.com/,BUSINESS TOOLS,CREATIVE,TEMPLATES,,,
Microsoft Power Business Intelligence (BI),"Visually explore your data with a freeform drag-and-drop canvas, modern data visualizations, and simple report authoring.  ",https://powerbi.microsoft.com/en-us/,DEVELOPER TOOLS,,DATA VISUALIZATION,,,
Middle East & Islamic Studies – Columbia University,,http://library.columbia.edu/locations/global/mideast.html,NONPROFITS,,,,,
Mind Mup,"Create, share and publish mind maps, hassle-free!",https://www.mindmup.com/,BUSINESS TOOLS,,,,,
Mind the Graph,Online infographic maker,https://mindthegraph.com,CREATIVE,,,,,
Mindful,,https://www.mindful.org,ENTREPRENEURIAL RESOURCES,,,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
MindNode,Mindmapping & Brainstorm Ideas,https://mindnode.com/,BUSINESS TOOLS,,,,,
MiniCloud,Democratize The Cloud.,https://www.minicloud.com/,DEVELOPER TOOLS,,CLOUD,,,
MiniSign,A dead simple tool to sign files and verify signatures.,https://jedisct1.github.io/minisign/,DEVELOPER TOOLS,,VERIFICATION,,,"[""DATA VISUALIZATION""]"
Mint,"From budgets and bills to free credit score and more, you’ll discover the effortless way to stay on top of it all.",https://www.mint.com,ACCOUNTING & FINANCE,,,,,
MIT Open Learning,The mission of Open Learning is to transform teaching and learning at MIT and around the globe through the innovative use of digital technologies.,https://openlearning.mit.edu/,PERSONAL & PROFESSIONAL DEV,,,,,
MITx MicroMasters Programs,A MicroMasters program credential is a professional and academic credential for online learners from anywhere in the world.,https://micromasters.mit.edu/,PERSONAL & PROFESSIONAL DEV,,,,,
MixKit,"For you to use in your next video project, for free!",https://mixkit.co/free-stock-music/,CREATIVE,,MUSIC,SOUND,,
Mixkit,"A curated gallery of high-quality videos and art, made by some of the world’s most talented creators, with all content licensed for free.",https://mixkit.co/,,,,,,
MMT Stock,"Free photos, videos, and templates for commercial use",https://mmtstock.com/,CREATIVE,,PHOTO STOCKS,,,
Mobile Monkey,The World's Best Facebook Messenger Marketing Platform,https://mobilemonkey.com,BUSINESS TOOLS,,CHATBOT,,,
Mobile Passport,Mobile Passport enables U.S. citizens and Canadian visitors to save time during the entry process at most major U.S. airports and cruise ports!,https://mobilepassport.us/,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,
Mobile-Friendly Google Search,Is your web page mobile-friendly?,https://search.google.com/test/mobile-friendly,MARKETING,,ANALYTICS,,,
MobileTech Conference Germany,The Conference and Training Event for Mobile Development,https://mobiletechcon.de/en/,,,,,,
Mobilize,Your all-in-one community platform,https://mobilize.io,,,,,,"[""PHOTO STOCKS""]"
mobiReady,"A free tool for developers, designers and marketers to test website performance on mobile devices.",https://ready.mobi/,BUSINESS TOOLS,,,,,
MOCA Platform,AI-driven Location Intelligence & Marketing Automation,https://www.mocaplatform.com/,MARKETING,,,,,
Mockaroo,"Realistic data generator, mock data to test your app",https://mockaroo.com/,DEVELOPER TOOLS,,,,,
MockFlow,Your collaborative whiteboard for brainstorming,https://mockflow.com,,,,,,
MockFlow,The quickest way to brainstorm user interface ideas,https://mockflow.com/,CREATIVE,DEVELOPER TOOLS,,,,
Mockup Phone,Free and simple screenshots device mockups generator,https://mockuphone.com/,CREATIVE,,MOCKUPS,TEMPLATES,,
Mockuper,A free online mockup generator that lets you design your products mockups easily and quickly.,https://mockuper.net/,CREATIVE,,MOCKUPS,TEMPLATES,,
MockUpWorld,An online service that offers designers and web developers free access to hundreds of ready to use mockups!,https://www.mockupworld.co/,CREATIVE,,MOCKUPS,TEMPLATES,,
Momentum VC,"Mobile advisor and investment firm based in San Francisco, CA",http://www.momentum.vc/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Momondo,Find and compare cheap flights,https://www.momondo.com/,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,
Monday .com,Team Management Platform to Manage Any Work & Any team,https://monday.com/,BUSINESS TOOLS,,PROJECT MANAGEMENT,,,
Monday VC,"Make it easy for job seekers to find jobs in your portfolio with a beautiful, automated job board that lives on your website.",https://www.monday.vc,PERSONAL & PROFESSIONAL DEV,,,,,
Monese Bank,Fast and free account opening,https://monese.com/eu/,,,,,,
Moneyyou Go – Germany,"Simple, understandable, attractive conditions: Moneyou, your online platform for self-determined banking",https://www.moneyou.de/go,,,BANKING,,,
Monster,A global online employment solution for people seeking jobs and the employers who need great people.,https://www.monster.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Monzo Bank,"Clever budgeting. Easy travel. Interest on your savings. And human help, whenever you need it.",https://monzo.com,,,,,,
MOOCs4Inclusion,The catalogue of free digital learning initiatives,http://moocs4inclusion.org/index.php/catalogue#/field-checboxlist:learning/blended-online:online,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
MoqUps,"A streamlined web app that helps you create and collaborate in real-time on wireframes, mockups, diagrams and prototypes",https://moqups.com/,CREATIVE,DEVELOPER TOOLS,,,,
Moqups,"A streamlined web app that helps you create and collaborate in real-time on wireframes, mockups, diagrams and prototypes.",https://moqups.com/,CREATIVE,,,,,
MorgueFile,High-quality images to enhance your next project,https://morguefile.com/,CREATIVE,,PHOTO STOCKS,,,
Motion AI,The future of marketing is messaging,https://www.motion.ai,BUSINESS TOOLS,,CHATBOT,,,
Moveast,This is a journey of a Portuguese guy moving that decided that every photo should be used for free.,https://moveast.me/,CREATIVE,,PHOTO STOCKS,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
MOZ,All-in-one SEO toolset and the world's most accurate SEO data,https://moz.com/free-seo-tools,MARKETING,,ANALYTICS,SEO,,
MultiChain,Open platform for building blockchains,https://www.multichain.com,DEVELOPER TOOLS,,BLOCKCHAIN,,,
My Emblem,Build a beautiful brand,https://myemblem.io,,,,,,
Mycelia for Music,A research and development hub for music makers,http://myceliaformusic.org,RESOURCE BASES,,BLOCKCHAIN,,,
mySociety,We help citizens demand better,https://www.mysociety.org,,,,,,"[""PHOTO STOCKS""]"
N26 Bank,The first bank you'll love,https://n26.com/en-eu,,,,,,
Nakasone Yasuhiro Peace Institute (NPI),,http://www.iips.org/en/,NONPROFITS,,,,,"[""BLOCKCHAIN""]"
Name Mesh Generator,Your Awesome Domain Name Is Waiting...,https://www.namemesh.com,BUSINESS TOOLS,DEVELOPER TOOLS,,,,
Naming Generator,"Name your business, product or domain ",http://www.naming.net,,,,,,
Narrative,"It’s time for content creators to get rewarded for their hard work. On Narrative, members are in charge, participants get paid, and content on every subject imaginable is easy to find.",https://www.narrative.org,PERSONAL & PROFESSIONAL DEV,,,,,
Nation Master – International Statistics,"Find Market Sizing and Trends on any sector, in any country",http://www.nationmaster.com,RESOURCE BASES,,RESEARCH,,,
National Parliament – Germany,The German Bundestag is the national Parliament of the Federal Republic of Germany,http://www.bundestag.de/en/,,,,,,
National Post,,http://nationalpost.com,,,NEWS,,,
NDRC LaunchPad,"NDRC builds and invests in very young digital companies, or startups",https://www.ndrc.ie/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Negative Space,"Beautiful, High-Resolution Free Stock Photos",https://negativespace.co/,CREATIVE,,PHOTO STOCKS,,,
Netlify,"Build, test, and deploy globally with Netlify’s all-in-one platform for modern web projects.",https://www.netlify.com/,DEVELOPER TOOLS,MARKETING,LANDING PAGE,WEBSITE,,
New Europe,,https://www.neweurope.eu,,,NEWS,,,
New Statesman,,https://www.newstatesman.com,,,NEWS,,,
New Zealand Gazette,"The official Government newspaper and authoritative journal of constitutional record, published since 1841",https://gazette.govt.nz,,,,,,
New Zealand Herald,,https://www.nzherald.co.nz,,,NEWS,,,"[""PHOTO STOCKS""]"
New Zealand Parliament,The New Zealand Parliament is supported by a number of organisations and people.,http://www.parliament.nz/en,,,,,,
Nexo,Let your crypto work for you. The only insured account that lets you borrow instantly in 45+ fiat currencies and earn daily interest on your idle assets.,https://nexo.io/,ACCOUNTING & FINANCE,,BLOCKCHAIN,,,
Next Billion,"NextBillion publishes all professional, internship, fellowship and volunteer ads that we deem appropriate for the enterprise through development community.",https://nextbillion.net/jobs/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Nextstars,The best environment for the development and financing of innovative startups,http://www.nextstars.fr/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
NinjaMock,Start designing your wireframe project.,https://ninjamock.com/,CREATIVE,DEVELOPER TOOLS,,,,
Nomad Academy,"Nomad Academy brings driven individuals together to create entrepreneurial careers, in inspiring locations around the world.",https://www.nomad.academy,PERSONAL & PROFESSIONAL DEV,,,,,
Nonprofit Expert,,https://www.nonprofitexpert.com,,,,,,
Nonprofit Information,,http://nonprofitinformation.com,,,,,,
Nonprofits on Facebook,Facebook Funds,https://nonprofits.fb.com/raise-funds/,,,FUNDING,,,
North Atlantic Treaty Organization (NATO),NATO constitutes a system of collective defence whereby its independent member states agree to mutual defence in response to an attack by any external party.,https://www.nato.int,,,,,,
Not Too Young To Run Campaign,,http://www.nottooyoungtorun.org,,,,,,
NovaGob Spain,"Social Network, Laboratory, Congress, Awards and Magazine to innovate in public administrations",https://novagob.org,RESOURCE BASES,,,,,
Numbeo,Numbeo is the world’s largest database of user contributed data about cities and countries worldwide.,https://www.numbeo.com/cost-of-living/,RESOURCE BASES,,DATABASE,LIFESTYLE,,
Nusii,"Beautiful, simple proposal software",https://nusii.com,BUSINESS TOOLS,,,,,
NVD3,This project is an attempt to build re-usable charts and chart components for d3.js without taking away the power that d3.js gives you.,http://nvd3.org/,DEVELOPER TOOLS,,DATA VISUALIZATION,,,
NYU Law Global Lex,GlobaLex is an electronic legal publication dedicated to international and foreign law research.,http://www.nyulawglobal.org/globalex/,,,,,,
O School,The Sex Ed we all deserve,https://www.o.school,PERSONAL & PROFESSIONAL DEV,,,,,"[""SPAIN""]"
OB1,OB1 builds crypto-powered software that makes commerce private and free.,https://ob1.io/,ACCOUNTING & FINANCE,,BLOCKCHAIN,,,
Objectives and Key Results (OKR) Examples,,http://okrexamples.co,ENTREPRENEURIAL RESOURCES,,,,,
Observatory,"The Mozilla Observatory has helped over 170,000 websites by teaching developers, system administrators, and security professionals how to configure their sites safely and securely.",https://observatory.mozilla.org/,DEVELOPER TOOLS,,SECURITY,WEBSITE,,
Octane AI,Octane AI enables Shopify merchants to increase revenue with a Facebook Messenger bot that customers love.,https://octaneai.com,BUSINESS TOOLS,,SOCIAL MEDIA,,,
Odoo,Odoo is the best management software to run a company.,https://www.odoo.com/,BUSINESS TOOLS,DEVELOPER TOOLS,,,,
OECD Better Life Index,This Index allows you to compare well-being across countries,http://www.oecdbetterlifeindex.org,RESOURCE BASES,,RESEARCH,,,
OECD Forum,,https://www.oecd-forum.org,NONPROFITS,,,,,
Office Time,Easy time and expense keeping,http://www.officetime.net,BUSINESS TOOLS,ACCOUNTING & FINANCE,,,,
Office Timeline,Make impressive PowerPoint timelines with just a few clicks,https://www.officetimeline.com/,BUSINESS TOOLS,CREATIVE,TEMPLATES,,,
Oficina Española de Patentes y Marcas (OEPM) Spain,The OEPM is the Public Organization responsible for the registration and concession of the different Industrial Property modalities.,https://www.oepm.es,LEGAL,,,,,
Ondas,Medellin (Colombia) Co-Working Space,http://www.ondasmedellin.com,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,,,,
ONE,Join the fight against extreme poverty,https://www.one.org/international/,NONPROFITS,,,,,
One Traction Accelerator,"On-Demand Venture Capital – Enabling Global Startups, to Build, Fund and Launch Disruptive Innovation",https://onetraction.vc/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
One Young World Summit,The Global Forum for Young Leaders,https://www.oneyoungworld.com,,,COMMUNITY,,,
OneTrust,"The largest and most widely used technology platform to operationalize privacy, security and third-party risk management.",https://www.onetrust.com/,DEVELOPER TOOLS,,,,,"[""SPAIN""]"
Online Data Generator,Online test data generator,https://www.onlinedatagenerator.com/,DEVELOPER TOOLS,,,,,
Online Doc Translator,Instantly translate and preserve the layout of any document format into any language. Free.,https://www.onlinedoctranslator.com/en/,BUSINESS TOOLS,,,,,
Ontraport,​​​​​​​Ontraport is essentially the engine that powers all the interactions between you and your customers online — in ways that wouldn’t be possible manually.,https://ontraport.com/,MARKETING,,,,,
Opal Project,"The OPAL platform aims to unlock the potential of private data for public good in a privacy-conscientious, scalable, socially and economically sustainable manner.",https://www.opalproject.org,RESOURCE BASES,,,,,
Open AI,Discovering and enacting the path to safe artificial general intelligence.,https://openai.com,DEVELOPER TOOLS,,,,,
Open Data Kit,"The Open Data Kit community produces free and open-source software for collecting, managing, and using data in resource-constrained environments.",https://opendatakit.org/,DEVELOPER TOOLS,,,,,
Open Learning,Lifelong Learning. Endless Possibilities.,https://www.openlearning.com,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Open Society Foundations (OSF),,https://www.opensocietyfoundations.org,NONPROFITS,,,,,
Open Source,A non-profit corporation with global scope formed to educate about and advocate for the benefits of open source and to build bridges among different constituencies in the open source community.,https://opensource.org/,NONPROFITS,RESOURCE BASES,,,,
Open Street Map,"OpenStreetMap is a map of the world, created by people like you and free to use under an open license.",https://www.openstreetmap.org/,CREATIVE,,,,,
Open Tech Fund,"Supports projects and people that develop open and accessible technologies promoting human rights and open societies, and help advance inclusive and safe access to global communications networks.",https://www.opentech.fund/,RESOURCE BASES,NONPROFITS,,,,
Open Web Analytics (OWA),Open source web analytics software that you can use to track and analyze how people use your websites and applications,http://www.openwebanalytics.com,BUSINESS TOOLS,,ANALYTICS,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING""]"
OpenBazaar,A Free Online Marketplace,https://www.openbazaar.org/,ACCOUNTING & FINANCE,,BLOCKCHAIN,,,
OpenCorporates,The largest open database of companies in the world,https://opencorporates.com/,RESOURCE BASES,BUSINESS TOOLS,RESEARCH,COMPANY,,
OpenDNS,"Provide a safer, faster, and better internet browsing experience for all users.",https://www.opendns.com/,DEVELOPER TOOLS,,,,,
Openly,Join a network of the world's leading open initiatives collaborating for systemic change.,https://www.open.ly/,,,,,,
OpenNIC,"An organization of hobbyists who run an alternative DNS network, also provides access to domains not administered by ICANN.",https://www.opennic.org/,DEVELOPER TOOLS,,,,,
OpenWHO Courses,"OpenWHO is WHO’s new, interactive, web-based platform that offers online courses to people preparing to work in epidemics, pandemics and health emergencies or already doing so.",https://openwho.org/courses,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,
Opportunities for Youth,Pathways to a brighter future,https://oppforyouth.org/,NONPROFITS,,YOUTH,,,
Opportunities for Youth – United Nations (UN),Opportunities for Youth,https://www.un.org/youthenvoy/youth-un/opportunities-youth/,NONPROFITS,,YOUTH,,,
Opportunities for Youth (OFY),An online portal established by Young People We Care (YPWC) in 2009,http://www.opportunitiesforyouth.org/,NONPROFITS,,YOUTH,,,
Opportunity Desk,An online platform that bridges the gap to education by sharing information on relevant learning and growth opportunities for youth around the world,http://www.opportunitydesk.org/,NONPROFITS,,YOUTH,,,"[""MOOCs"",""EDUCATION"",""ONLINE LEARNING"",""INTERNATIONAL ORGANIZATION""]"
Ora Time and Expense,"Ora Time and Expense is a small easy-to-use application for tracking and generating timesheets, expense reports, and invoices.",http://www.johnwu.com/ora/,BUSINESS TOOLS,ACCOUNTING & FINANCE,,,,
Orange Fab,A platform connecting startups to corporations for strategic investment and partnership opportunities,https://www.orangefab.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Organisation for Economic Co-operation and Development (OECD),An international organisation that works to build better policies for better lives.,http://www.oecd.org,,,,,,
Organisation for Economic Co-operation and Development (OECD) Data,The Organisation for Economic Co-operation and Development (OECD) is an international organisation that works to build better policies for better lives.,https://data.oecd.org/,RESOURCE BASES,,COUNTRY PROFILES,ECONOMY,INTL ORG,
Organization of American States (OAS),,http://www.oas.org/en/default.asp,LEGAL,,,,,
Organization of the Petroleum Exporting Countries (OPEC),A permanent intergovernmental organization of 14 oil-exporting developing nations that coordinates and unifies the petroleum policies of its Member Countries.,http://www.opec.org/opec_web/en/,,,,,,
Origami,"Explore, iterate, and test your ideas. A new tool for designing modern interfaces, built and used by designers at Facebook. Get started today for free",https://origami.design/,DEVELOPER TOOLS,CREATIVE,,,,
Oscobo,A search engine created for the sole purpose of protecting your privacy while you search the web.,https://www.oscobo.com,BUSINESS TOOLS,,,,,
OSINT Framework,OSINT framework focused on gathering information from free tools or resources.,https://osintframework.com/,DEVELOPER TOOLS,,,,,
Our World In Data,"Explore the ongoing history of human civilization at the broadest level, through research and data visualization.",https://ourworldindata.org,RESOURCE BASES,,RESEARCH,,,
OurCrowd,Crowdfunding Platform,https://www.ourcrowd.com,ENTREPRENEURIAL RESOURCES,,CROWDFUNDING,,,
Outline – Google,Outline is an open source project created by Jigsaw to provide a safer way for news organizations and journalists to access the internet.,https://www.getoutline.org/en/home,ENTREPRENEURIAL RESOURCES,,,,,
