title,description,website,main_cat_1,main_cat_2,tag_1,tag_2,tag_3,tags
Unicode,Everyone in the world should be able to use their own language on phones and computers.,https://home.unicode.org/,DEVELOPER TOOLS,,,,,
Union of International Associations (UIA),"A research institute and documentation centre, based in Brussels.",https://uia.org,,,,,,
United Nations (UN),Largest International Organization in the World,https://www.un.org,,,,,INTL ORG,
United Nations (UN) Data,A web-based data service for the global user community.,http://data.un.org/,RESOURCE BASES,,COUNTRY PROFILES,,INTL ORG,
United Nations (UN) eLearning,Learning Management System,https://elearning.un.org/,PERSONAL & PROFESSIONAL DEV,,MOOCS,,INTL ORG,
United Nations (UN) Global Pulse,Harnessing Big Data for Development and Humanitarian Action,https://www.unglobalpulse.org,RESOURCE BASES,,,,INTL ORG,
United Nations (UN) Inspira,Human Resources Gateway,https://inspira.un.org,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,INTL ORG,
United Nations (UN) Integrated Civil Society Organizations (iCSO) System,,http://esango.un.org/civilsociety/login.do,,,,,INTL ORG,"[""INTERNATIONAL ORGANIZATION"",""EDUCATION"",""ONLINE LEARNING"",""UNITED NATIONS""]"
United Nations (UN) Youth Delegates of Bulgaria,,http://bgyouthdelegate.org/,NONPROFITS,,YOUTH,,,
United Nations (UN) Youth Delegates of Germany,,https://www.jugenddelegierte.de/,NONPROFITS,,YOUTH,,,
United Nations (UN) Youth Delegates of Romania,,http://unyouthdelegate.ro/,NONPROFITS,,YOUTH,,,
United Nations (UN) Youth Delegates of Switzerland,,http://www.sajv.ch/projekte/youth-rep/,NONPROFITS,,YOUTH,,,
United Nations (UN) Youth Delegates of Ukraine,,http://uayouthdelegate.com/,NONPROFITS,,YOUTH,,,
United Nations Children's Fund (UNICEF),UNICEF has spent 70 years working to improve the lives of children and their families.,https://www.unicef.org,,,,,INTL ORG,
United Nations Development Programme (UNDP),"Helping to achieve the eradication of poverty, and the reduction of inequalities and exclusion.",http://www.undp.org,,,,,INTL ORG,
United Nations Digital Library,"The Library aids in the dissemination of UN information to a wider public audience through online services, and a global depository library network.",https://digitallibrary.un.org/,RESOURCE BASES,,,,INTL ORG,"[""UK"",""UNITED KINGDOM"",""UNITED NATIONS""]"
United Nations Educational Scientific and Cultural Organization (UNESCO),"Build peace through international cooperation in Education, the Sciences and Culture.",https://en.unesco.org,,,,,INTL ORG,
United Nations Environment Programme (UNEP),"The leading global environmental authority that sets the global environmental agenda, promotes the coherent implementation of the environmental dimension of sustainable development within the United Nations system, and serves as an authoritative advocate for the global environment.",https://www.unenvironment.org,,,,,INTL ORG,
United Nations Industrial Development Organization (UNIDO),To promote and accelerate inclusive and sustainable industrial development (ISID) in Member States,https://stat.unido.org/,RESOURCE BASES,,COUNTRY PROFILES,ECONOMY,INTL ORG,
United Nations Office on Drugs and Crime (UNODC),A global leader in the fight against illicit drugs and international crime.,http://www.unodc.org,,,,,INTL ORG,
United Nations Student Association Spain (UNSA Spain),,http://unsaspain.org/en/home/,NONPROFITS,,,,,"[""INTERNATIONAL ORGANIZATION""]"
United Nations System Staff College (UNSSC),Sharing Knowledge Developing Leaders,http://www.unssc.org/courses,,,MOOCS,,INTL ORG,
United States (US) Census Bureau,The Census Bureau's mission is to serve as the nation's leading provider of quality data about its people and economy.,https://www.census.gov,RESOURCE BASES,,COUNTRY PROFILES,RESEARCH,,
United States (US) Department of State,"The U.S. Department of State leads America’s foreign policy through diplomacy, advocacy, and assistance by advancing the interests of the American people, their safety and economic prosperity.",https://www.state.gov,RESOURCE BASES,,RESEARCH,,,"[""SPAIN""]"
United States of America (USA) Government,U.S. Government Services and Information,https://www.usa.gov,RESOURCE BASES,,RESEARCH,,,"[""UNITED NATIONS"",""INTERNATIONAL ORGANIZATION"",""ONLINE LEARNING"",""EDUCATION""]"
University of Edinburgh’s 23 Things,"The University of Edinburgh’s 23 Things for Digital Knowledge is an award winning, self-directed course, run by Information Services Group.",http://www.23things.ed.ac.uk,PERSONAL & PROFESSIONAL DEV,,MOOCS,,,"[""UNITED STATES"",""USA""]"
UNLEASH Innovation Lab,"UNLEASH is a global innovation lab, which gathers 1,000 talent annually to collaborate on solutions to meet the United Nations Sustainable Development Goals.",https://unleash.org,,,EVENTS,,,"[""UNITED STATES"",""USA""]"
UnPayWall,Journals Open-Access Repositories,https://unpaywall.org,ENTREPRENEURIAL RESOURCES,,,,,"[""USA"",""UNITED STATES""]"
UNPKG,"unpkg is a fast, global content delivery network for everything on npm.",https://unpkg.com/,DEVELOPER TOOLS,,CONTENT DELIVERY NETWORK,,,"[""EDUCATION"",""ONLINE LEARNING""]"
Unsplash,"Beautiful, free photos",https://unsplash.com/,CREATIVE,,PHOTO STOCKS,,,
UPLabs,The #1 place for design resources,https://www.uplabs.com/,CREATIVE,,TEMPLATES,,,
UpStart Loans,,https://www.upstart.com,,,FUNDING,,,"[""PHOTO STOCKS""]"
Upstream Podcast,Radical ideas and inspiring stories for a just transition to a more beautiful and equitable world,https://www.upstreampodcast.org,,,PODCASTS,,,
UpWest Labs,Early stage investors that dedicate years of valuable support and resources to drive long-term growth,http://upwestlabs.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
UpWork,Creating a world of work without limits,https://www.upwork.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Urban Place,Tel-Aviv (Israel) Co-Working Space,https://urbanplace.me,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,,,,
USA Delaware Business Services,Forming Delaware Companies,https://www.delawareinc.com,BUSINESS TOOLS,RESOURCE BASES,,,,
USAJOBS – United States,Find your fit in the Federal Government,https://www.usajobs.gov/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
USC Center on Public Diplomacy (CPD),,http://uscpublicdiplomacy.org,NONPROFITS,,,,,"[""USA"",""UNITED STATES""]"
UTM,Build Trackable Links,https://web.utm.io,BUSINESS TOOLS,,ANALYTICS,URLS,,"[""USA"",""UNITED STATES"",""CAREER"",""JOB""]"
Valuer AI,"Valuer matches the agile startup with resource strong investors, corporate innovation labs",https://valuer.ai/,RESOURCE BASES,ENTREPRENEURIAL RESOURCES,COMPANY,RESEARCH,,
Venngage,Make Infographics That People Love,https://venngage.com,CREATIVE,,,,,
Verfassungsblog,,https://verfassungsblog.de,,,NEWS,,,
Verifiable,Issue digital certificates and badges using blockchain technology for maximum authenticity and portability.,https://verifiable.com/,LEGAL,BUSINESS TOOLS,BLOCKCHAIN,,,
Vertex42,Providing professional spreadsheet solutions since 2003,https://www.vertex42.com/,BUSINESS TOOLS,CREATIVE,TEMPLATES,,,
Viadeo,Your future employers are waiting for you,http://us.viadeo.com/en/,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,"[""BLOCKCHAIN"",""LEGAL"",""SECURITY""]"
VIES VAT number validation,Verify the validity of a VAT number issued by any EU Member State,http://ec.europa.eu/taxation_customs/vies/,LEGAL,,,,,
Viralwoot,Social Media Scheduler and Analytics Platform,https://viralwoot.com,BUSINESS TOOLS,MARKETING,SOCIAL MEDIA,ANALYTICS,,
Virtual Vocations,All telecommute jobs. All in one place.,https://www.virtualvocations.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
VirtualBox,VirtualBox is a powerful x86 and AMD64/Intel64 virtualization product for enterprise as well as home use.,https://www.virtualbox.org/,DEVELOPER TOOLS,,,,,
vis JS,"A dynamic, browser based visualization library.",https://visjs.org/,DEVELOPER TOOLS,,DATA VISUALIZATION,,,
Visalist,Your quest for visa requirements research is over.,https://visalist.io,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,
Visme,Create Engaging Infographics in Minutes,https://www.visme.co/,CREATIVE,,,,,
Visualize Me,The #1 infographics maker for resumes,http://vizualize.me,CREATIVE,,,,,
VPN Book,Use our SSL-Encrypted free web proxy to surf the web anonymously and securely.,https://www.vpnbook.com/webproxy,,,,,,
W3Schools,"An educational website for learning web technologies online. Content includes tutorials and references relating to HTML, CSS, JavaScript, JSON, PHP, Python, AngularJS, React.js, SQL, Bootstrap, Sass, Node.js, jQuery, XQuery, AJAX, XML, Raspberry Pi, C++, and Java.",https://www.w3schools.com/,PERSONAL & PROFESSIONAL DEV,,MOOCS,WEBSITE,,
Waifu2x,"waifu2x is an image scaling and noise reduction program for anime-style art, but also supports photos.",http://waifu2x.udp.jp/index.html,CREATIVE,,,,,
Wander,Travel somewhere,http://www.wander.am/,PERSONAL & PROFESSIONAL DEV,,TRAVEL,,,"[""EDUCATION"",""ONLINE LEARNING""]"
WaveApps,Award-winning financial software designed for entrepreneurs,https://www.waveapps.com,ACCOUNTING & FINANCE,,,,,
Waves Platform,Open-source blockchain platform for cutting-edge dApps - giving you the tools to build your own incredible WEB3 solutions,https://wavesplatform.com,DEVELOPER TOOLS,,BLOCKCHAIN,,,
Wayra,"The most global, connected and technological open innovation hub in the world",https://www.wayra.co.uk/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
WayUp,The industry leader for college students and recent grads to get hired.,https://www.wayup.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,"[""BLOCKCHAIN""]"
We Work Remotely,The largest remote work community in the world.,https://weworkremotely.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
Web Dev,Get the web's modern capabilities on your own sites and apps with useful guidance and analysis from web.dev.,https://web.dev/,DEVELOPER TOOLS,,,,,
Web Page Test,Run a free website speed test from multiple locations around the globe using real browsers (IE and Chrome) and at real consumer connection speeds.,https://webpagetest.org/,BUSINESS TOOLS,,,,,
Web Summit,The largest tech conference in the world,https://websummit.com,,,EVENTS,,,
Webbkoll,This tool helps you check what data-protecting measures a site has taken to help you exercise control over your privacy.,https://webbkoll.dataskydd.net/en,LEGAL,,,,,
WebCookies,All-in-one free web application security tool.,https://webcookies.org/,DEVELOPER TOOLS,,SECURITY,WEBSITE,COOKIES,
WebCrawler,The Internet's first full text search engine using metasearch technology to deliver a comprehensive set of results from leading search engines.,https://www.webcrawler.com/,BUSINESS TOOLS,,,,,
WebdesignerDepot,"One of the most popular blogs about web design trends, tutorials and much more",https://www.webdesignerdepot.com/,CREATIVE,,WEBSITE,,,"[""SECURITY"",""WEBSITE"",""COOKIES""]"
WebERP,"webERP is a mature open-source ERP system providing best practise, multi-user business administration and accounting tools over the web.",http://www.weberp.org/,BUSINESS TOOLS,DEVELOPER TOOLS,,,,
Webflow,Stop drawing pictures of websites and start coding them — visually.,https://webflow.com,DEVELOPER TOOLS,CREATIVE,,,,"[""WEBSITE""]"
Webopedia,"Online Tech Dictionary for Students, Educators and IT Professionals",https://www.webopedia.com,BUSINESS TOOLS,,,,,
Webroot,Discover cloud-based protection that stops threats in real time and secures businesses and individuals wherever they connect.,https://www.webroot.com/us/en,CYBERSECURITY,DEVELOPER TOOLS,,,,
Website Setup,"An easy, step-by-step Guide from a Web Developer",https://websitesetup.org,DEVELOPER TOOLS,,,,,
Welcome Europe,18 years of experience in obtaining European Grants,https://www.welcomeurope.com,,,,,,
Weld,"Create visual, animated, interactive content on your existing website.",https://www.weld.io/,MARKETING,CREATIVE,,,,
Weld,"Create visual, animated, interactive content on your existing website.",https://www.weld.io/,MARKETING,CREATIVE,,,,
Wells Fargo Startup Accelerator,A hands-on program designed to advance startups that create solutions for enterprise customers — inside and outside the financial industry,https://accelerator.wf.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
WeMakeIt,Initiating Projects Together,https://wemakeit.com,,,FUNDING,,,
WeMove,"A citizens’ movement, campaigning for a better Europe",https://www.wemove.eu,NONPROFITS,,,,,"[""ACCELERATOR"",""STARTUPS""]"
What Do They Know – United Kingdom (UK),Get Answers from the Government and Public Sector,https://www.whatdotheyknow.com,NONPROFITS,,,,,"[""FUNDING""]"
Wiley Job Network,"Search Professional, Science, Healthcare and Academic jobs",https://www.wileyjobnetwork.com,PERSONAL & PROFESSIONAL DEV,,CAREER,JOB,,
WiseBanyan,The world’s first free financial advisor.,https://www.wisebanyan.com/,,,,,,"[""UNITED KINGDOM"",""UK""]"
Wishpond,Marketing tools designed to quickly and easily scale a business. No coding required.,https://www.wishpond.com/,,,,,,"[""CAREER"",""JOB""]"
WITNESS,"WITNESS makes it possible for anyone, anywhere to use video and technology to protect and defend human rights",https://witness.org,NONPROFITS,,,,,
WIX,The Leader in Website Creation,http://wix.com,DEVELOPER TOOLS,CREATIVE,,,,
Wolfram|Alpha,"Compute expert-level answers using Wolfram's breakthrough algorithms, knowledgebase and AI technology",https://www.wolframalpha.com,BUSINESS TOOLS,,,,,
Women in International Affairs Network (WIAN),,http://wianetwork.com,,,,,,
Women Tech Makers Community,"Google's Women Techmakers program provides visibility, community, and resources for women in technology.",https://www.womentechmakers.com,RESOURCE BASES,,,,,
Women Who Code,Our mission is to inspire women to excel in technology careers,https://www.womenwhocode.com,PERSONAL & PROFESSIONAL DEV,,,,,
Women's Startup Lab,"Collective of influencers committed to creating a powerful, supportive ecosystem that advances opportunities for the female entrepreneur",https://womenstartuplab.com/,RESOURCE BASES,,ACCELERATOR,STARTUPS,,
Women’s Forum for the Economy and Society,"Bringing together women and men from all vocations, generations and geographies",http://www.womens-forum.com,,,,,,
